categoria,subcategoria,descripcion,precio
Pizzas y platos preparados,Pizzas,Pizza atún y bacon Al Punto bandeja 400 g,"2,69 €
(6,73 €/KILO)"
Pizzas y platos preparados,Pizzas,Pizza jamón y queso Casa Tarradellas bandeja 2 x 225 g,"3,19 €
(7,09 €/KILO)"
Pizzas y platos preparados,Pizzas,Pizza pollo Al Punto bandeja 400 g,"2,69 €
(6,73 €/KILO)"
Pizzas y platos preparados,Pizzas,Pizza smoky grilled pork Al Punto bandeja 480 g,"2,99 €
(6,23 €/KILO)"
Pizzas y platos preparados,Pizzas,Pizza serrana Al Punto bandeja 390 g,"2,69 €
(6,90 €/KILO)"
Pizzas y platos preparados,Precocinados envasados,Flautas de pollo y 2 quesos Al Punto bandeja 275 g,"1,95 €
(7,09 €/KILO)"
Pizzas y platos preparados,Precocinados envasados,Fabada asturiana Al Punto lata 435 g,"1,50 €
(3,45 €/KILO)"
Pizzas y platos preparados,Precocinados envasados,Fabada asturiana Litoral lata 420 g,"2,50 €
(5,95 €/KILO)"
Pizzas y platos preparados,Precocinados envasados,Lasaña boloñesa Al Punto bandeja 350 g,"2,65 €
(7,57 €/KILO)"
Pizzas y platos preparados,Precocinados envasados,Flautas de bacon y 2 quesos Al Punto bandeja 275 g,"1,95 €
(7,09 €/KILO)"
Pizzas y platos preparados,Precocinados envasados,Lentejas con chorizo Al Punto lata 415 g,"1,35 €
(3,25 €/KILO)"
Pizzas y platos preparados,Precocinados envasados,Albóndigas Al Punto lata 415 g,"1,80 €
(4,34 €/KILO)"
Pizzas y platos preparados,Precocinados envasados,Ensaladilla rusa Al Punto bandeja 250 g,"1,79 €
(7,16 €/KILO)"
Pizzas y platos preparados,Precocinados envasados,Migas con chorizo Al Punto bandeja 250 g,"1,89 €
(7,56 €/KILO)"
Pizzas y platos preparados,Comida internacional,Tortillas trigo Al Punto bolsa 320 g,"1,35 €
(4,22 €/KILO)"
Pizzas y platos preparados,Comida internacional,Tortilla integral Al Punto bolsa 320 g,"1,79 €
(5,59 €/KILO)"
Pizzas y platos preparados,Comida internacional,Tortillas de trigo Old El Paso bolsa 244 g,"2,35 €
(9,63 €/KILO)"
Pizzas y platos preparados,Comida internacional,Sazonador para fajitas Al Punto sobre 30 g,"0,85 €
(28,33 €/KILO)"
Pizzas y platos preparados,Comida internacional,Rollitos de primavera Al Punto bandeja 280 g,"2,45 €
(8,75 €/KILO)"
Pizzas y platos preparados,Comida internacional,Pasta oriental fusian sabor pollo Maggi sobre 71 g,"0,90 €
(12,68 €/KILO)"
Pizzas y platos preparados,Comida internacional,Gyozas de pollo y verduras al teppanyaki Al Punto bandeja 140 g,"2,95 €
(21,07 €/KILO)"
Pizzas y platos preparados,Comida internacional,Noodles orientales sabor pollo Dia vaso 65 g,"0,95 €
(14,62 €/KILO)"
Pizzas y platos preparados,Comida internacional,Noodles sabor pollo Al Punto sobre 85 g,"0,95 €
(11,18 €/KILO)"
Pizzas y platos preparados,Tortillas y empanadas,Tortilla de patatas con cebolla Al Punto bandeja 600 g,"2,59 €
(4,32 €/KILO)"
Pizzas y platos preparados,Tortillas y empanadas,Empanada de atún El molino de Dia bolsa 550 g,"3,49 €
(6,35 €/KILO)"
Pizzas y platos preparados,Tortillas y empanadas,Tortilla de patatas sin cebolla Al Punto bandeja 600 g,"2,59 €
(4,32 €/KILO)"
Pizzas y platos preparados,Tortillas y empanadas,Mini tortilla de patatas con cebolla Al Punto bandeja 220 g,"1,29 €
(5,86 €/KILO)"
Pizzas y platos preparados,Tortillas y empanadas,Empanada de pollo El molino de Dia 550 g,"3,49 €
(6,35 €/KILO)"
Pizzas y platos preparados,Tortillas y empanadas,Empanada de carne El molino de Dia bolsa 550 g,"3,49 €
(6,35 €/KILO)"
Pizzas y platos preparados,Tortillas y empanadas,Empanada de pollo El molino de Dia bolsa 120 g,"0,69 €
(5,75 €/KILO)"
Pizzas y platos preparados,Tortillas y empanadas,Tortilla de patata fresca Al Punto bandeja 600 g,"2,95 €
(4,92 €/KILO)"
Pizzas y platos preparados,Tortillas y empanadas,Empanada de bacalao El molino de Dia bolsa 550 g,"3,49 €
(6,35 €/KILO)"
Congelados,Helados y hielo,Hielo en cubitos bolsa 2 Kg,"0,99 €
(0,50 €/KILO)"
Congelados,Helados y hielo,Helado sabor dulce de leche Temptation tarrina 525 g,"2,89 €
(5,50 €/KILO)"
Congelados,Helados y hielo,Helado cookie dough Temptation tarrina 350 g,"2,99 €
(8,54 €/KILO)"
Congelados,Helados y hielo,Helado bombón mini surtido 8 unidades Temptation estuche 288 g,"2,39 €
(8,30 €/KILO)"
Congelados,Helados y hielo,Helado cono de nata y chocolate 4 unidades Temptation caja 272 g,"1,79 €
(6,58 €/KILO)"
Congelados,Helados y hielo,Tarta laminada nata y chocolate Temptation caja 525 g,"2,29 €
(4,36 €/KILO)"
Congelados,Helados y hielo,Helado mini bombón mix Magnum caja 6 + 2 uds 356 g,"4,99 €
(14,02 €/KILO)"
Congelados,Helados y hielo,Helado sabor stracciatella Temptation tarrina 525 g,"2,89 €
(5,50 €/KILO)"
Congelados,Helados y hielo,Helado sándwich de nata 6 unidades Temptation caja 300 g,"1,99 €
(6,63 €/KILO)"
Congelados,"Pizzas, bases y masas",Pizza 4 quesos Al punto caja 400 g,"2,49 €
(6,23 €/KILO)"
Congelados,"Pizzas, bases y masas",Baguette jamón y queso 2 unidades Al Punto caja 250 g,"1,89 €
(7,56 €/KILO)"
Congelados,"Pizzas, bases y masas",Bases de pizza finas 3 unidades Al Punto bolsa 420 g,"1,99 €
(4,74 €/KILO)"
Congelados,"Pizzas, bases y masas",Mini pizzas jamón y queso Al Punto caja 270 g,"2,49 €
(9,22 €/KILO)"
Congelados,"Pizzas, bases y masas",Pizza jamón y queso Buitoni Forno di pietra caja 350 g,"3,65 €
(10,43 €/KILO)"
Congelados,"Pizzas, bases y masas",Pizza caprese Buitoni Forno di pietra caja 350 g,"3,65 €
(10,43 €/KILO)"
Congelados,"Pizzas, bases y masas",Pizza reina 2 unidades Al Punto caja 700 g,"3,39 €
(4,84 €/KILO)"
Congelados,"Pizzas, bases y masas",Pizza crispy bacon Al Punto caja 450 g,"3,99 €
(8,87 €/KILO)"
Congelados,"Pizzas, bases y masas",Pizza barbacoa Al punto caja 350 g,"2,49 €
(7,11 €/KILO)"
Congelados,Pescado y marisco,Filete de merluza argentino sin piel Mari Marinera bolsa 400 g,"3,19 €
(7,98 €/KILO)"
Congelados,Pescado y marisco,Rabas empanadas Mari Marinera bolsa 400 g,"2,89 €
(7,23 €/KILO)"
Congelados,Pescado y marisco,Muslitos de mar Mari Marinera caja 250 g,"1,49 €
(5,96 €/KILO)"
Congelados,Pescado y marisco,Lomos de salmón Selección Mundial bolsa 250 g,"6,39 €
(25,56 €/KILO)"
Congelados,Pescado y marisco,Filetes de bacalao MSC Mari Marinera bandeja 400 g,"5,59 €
(13,98 €/KILO)"
Congelados,Pescado y marisco,Filete de merluza del cabo sin piel MSC Mari Marinera bolsa 600 g,"5,29 €
(8,82 €/KILO)"
Congelados,Pescado y marisco,Merluza rebozada al huevo MSC Mari Marinera caja 340 g,"2,79 €
(8,21 €/KILO)"
Congelados,Pescado y marisco,Caprichos del mar Mari Marinera bolsa 400 g,"1,79 €
(4,48 €/KILO)"
Congelados,Pescado y marisco,Gambas peladas medianas 70/90 piezas Mari Marinera bolsa 350 g,"4,79 €
(13,69 €/KILO)"
Congelados,Carne y pollo,Nuggets de pollo Al Punto bolsa 400 g,"2,99 €
(7,48 €/KILO)"
Congelados,Carne y pollo,San jacobo Al Punto bolsa 320 g,"1,19 €
(3,72 €/KILO)"
Congelados,Carne y pollo,Fingers de pollo Al Punto bolsa 400 g,"3,19 €
(7,98 €/KILO)"
Congelados,Carne y pollo,Kebab loncheado de pollo Gourmet Kebab bolsa 250 g,"3,49 €
(13,96 €/KILO)"
Congelados,Carne y pollo,Crunchy de pollo con salsa barbacoa Fripozo bolsa 300 g,"2,39 €
(7,97 €/KILO)"
Congelados,Carne y pollo,Nuggets de pollo y queso Al Punto bolsa 400 g,"3,19 €
(7,98 €/KILO)"
Congelados,Carne y pollo,Nuggets La cocinera caja 350 g,"4,99 €
(14,26 €/KILO)"
Congelados,Carne y pollo,Finger de pollo La cocinera caja 320 g,"4,99 €
(15,59 €/KILO)"
Congelados,"Verduras, hortalizas y salteados",Mezcla de pimientos Vegecampo bolsa 400 g,"1,15 €
(2,88 €/KILO)"
Congelados,"Verduras, hortalizas y salteados",Arroz tres delicias Al Punto bolsa 850 g,"2,47 €
(2,91 €/KILO)"
Congelados,"Verduras, hortalizas y salteados",Cebolla troceada Vegecampo bolsa 400 g,"0,98 €
(2,45 €/KILO)"
Congelados,"Verduras, hortalizas y salteados",Braseado de verduras con pollo asado Al Punto bolsa 400 g,"1,51 €
(3,78 €/KILO)"
Congelados,"Verduras, hortalizas y salteados",Guisantes Vegecampo bolsa 1 Kg,"1,59 €
(1,59 €/KILO)"
Congelados,"Verduras, hortalizas y salteados",Brócoli Vegecampo bolsa 900 g,"1,85 €
(2,06 €/KILO)"
Congelados,"Verduras, hortalizas y salteados",Salteado de setas Al Punto bolsa 450 g,"1,65 €
(3,67 €/KILO)"
Congelados,"Verduras, hortalizas y salteados",Espinacas cortadas Vegecampo bolsa 450 g,"0,89 €
(1,98 €/KILO)"
Congelados,"Verduras, hortalizas y salteados",Judías verdes planas Vegecampo bolsa 1 Kg,"1,55 €
(1,55 €/KILO)"
Congelados,Patatas fritas,Patatas prefritas Patatas Unidas bolsa 2 Kg,"3,25 €
(1,63 €/KILO)"
Congelados,Patatas fritas,Patatas prefritas Patatas Unidas bolsa 1 Kg,"1,79 €
(1,79 €/KILO)"
Congelados,Patatas fritas,Patatas finas prefritas Patatas Unidas bolsa 1 Kg,"1,90 €
(1,90 €/KILO)"
Congelados,Patatas fritas,Patatas gajo Patatas Unidas bolsa 750 g,"1,90 €
(2,53 €/KILO)"
Congelados,Patatas fritas,Patatas fritas tradition McCain bolsa 1 Kg,"3,79 €
(3,79 €/KILO)"
Congelados,Patatas fritas,Patatas bravas prefritas Patatas Unidas bolsa 750 g,"1,79 €
(2,39 €/KILO)"
Congelados,Patatas fritas,Patatas fritas corte fino Julienne McCain Airfryer bolsa 600 g,"3,39 €
(5,65 €/KILO)"
Congelados,Patatas fritas,Patatas fritas con piel McCain Chef Gourmet bolsa 500 g,"3,39 €
(6,78 €/KILO)"
Congelados,Patatas fritas,Patatas fritas golden long McCain bolsa 1 Kg,"3,79 €
(3,79 €/KILO)"
Congelados,Croquetas y rebozados,Mini empanadillas de atún Al Punto bolsa 400 g,"1,49 €
(3,73 €/KILO)"
Congelados,Croquetas y rebozados,Croquetas de jamón Al Punto bolsa 500 g,"1,25 €
(2,50 €/KILO)"
Congelados,Croquetas y rebozados,Gyozas de pollo Vici bolsa 400 g,"3,99 €
(9,98 €/KILO)"
Congelados,Croquetas y rebozados,Empanadillas de atún MSC La cocinera caja 312 g,"4,99 €
(15,99 €/KILO)"
Congelados,Croquetas y rebozados,Empanadillas de atún Al Punto bolsa 500 g,"1,89 €
(3,78 €/KILO)"
Congelados,Croquetas y rebozados,Palitos de mozzarella Al Punto bolsa 300 g,"2,59 €
(8,63 €/KILO)"
Congelados,Croquetas y rebozados,Croquetas de pollo Al Punto bolsa 450 g,"1,49 €
(3,31 €/KILO)"
Congelados,Croquetas y rebozados,Croquetas de cocido Al Punto bolsa 350 g,"1,89 €
(5,40 €/KILO)"
Congelados,Croquetas y rebozados,Croquetas de jamón ibérico Al Punto bolsa 350 g,"2,49 €
(7,11 €/KILO)"
Congelados,Churros y postres,Churros lazo Al Punto bolsa 500 g,"1,49 €
(2,98 €/KILO)"
Congelados,Churros y postres,Porras fritas Al Punto bolsa 250 g,"1,99 €
(7,96 €/KILO)"
Congelados,Churros y postres,Frutos rojos Congelados de Navarra bolsa 300 g,"1,59 €
(5,30 €/KILO)"
Congelados,Churros y postres,Fresas congeladas La cuerva bolsa 300 g,"1,65 €
(5,50 €/KILO)"
Congelados,Churros y postres,Tarta de queso con galletas oreo Oreo caja 350 g,"7,49 €
(21,40 €/KILO)"
Congelados,Churros y postres,Tarta bombón San Martín bandeja 1 Kg,"10,95 €
(10,95 €/KILO)"
Congelados,Churros y postres,Tarta de queso con frambuesas Philadelphia caja 390 g,"7,35 €
(18,85 €/KILO)"
Congelados,Churros y postres,Tarta de zanahoria San Martín bandeja 770 g,"10,59 €
(13,75 €/KILO)"
Congelados,Churros y postres,Brazo de chocolate Sietem bandeja 500 g,"6,99 €
(13,98 €/KILO)"
Congelados,Lasañas y pasta,Lasaña boloñesa Al Punto caja 300 g,"1,69 €
(5,63 €/KILO)"
Congelados,Lasañas y pasta,Canelón de carne Al Punto bolsa 300 g,"1,69 €
(5,63 €/KILO)"
Congelados,Lasañas y pasta,Canelón de atún Al Punto caja 300 g,"1,69 €
(5,63 €/KILO)"
Congelados,Lasañas y pasta,Lasaña de verdura Al Punto bolsa 300 g,"1,69 €
(5,63 €/KILO)"
Congelados,Lasañas y pasta,Macarrones con chorizo Congelados de Navarra bolsa 550 g,"2,69 €
(4,89 €/KILO)"
Congelados,Lasañas y pasta,Lasaña boloñesa La cocinera caja 500 g,"4,99 €
(9,98 €/KILO)"
"Agua, refrescos y zumos",Agua,Agua mineral natural Dia garrafa 5 l,"0,65 €
(0,13 €/LITRO)"
"Agua, refrescos y zumos",Agua,Agua mineral natural Dia botella 1.5 l,"0,25 €
(0,17 €/LITRO)"
"Agua, refrescos y zumos",Agua,Agua mineral con gas Dia botella 1.5 l,"0,41 €
(0,27 €/LITRO)"
"Agua, refrescos y zumos",Agua,Agua mineral natural Aquarel botella 1.5 l,"0,59 €
(0,39 €/LITRO)"
"Agua, refrescos y zumos",Agua,Agua mineral natural Font Vella botella 1.5 l,"0,73 €
(0,49 €/LITRO)"
"Agua, refrescos y zumos",Agua,Agua mineral natural Solán de Cabras botella 1.5 l,"0,83 €
(0,55 €/LITRO)"
"Agua, refrescos y zumos",Agua,Agua mineral natural Bezoya botella 6 x 1.5 l,"4,50 €
(0,50 €/LITRO)"
"Agua, refrescos y zumos",Agua,Agua mineral natural Dia botella 50 cl,"0,22 €
(0,44 €/LITRO)"
"Agua, refrescos y zumos",Agua,Agua mineral natural Dia botella 33 cl,"0,24 €
(0,73 €/LITRO)"
"Agua, refrescos y zumos",Cola,Refresco de cola zero Coca-Cola lata 12 x 33 cl,"10,44 €
(2,64 €/LITRO)"
"Agua, refrescos y zumos",Cola,Refresco de cola clásica Coca-Cola lata 12 x 33 cl,"9,72 €
(2,45 €/LITRO)"
"Agua, refrescos y zumos",Cola,Refresco de cola zero Coca-Cola botella 2 x 2 l,"3,70 €
(0,93 €/LITRO)"
"Agua, refrescos y zumos",Cola,Refresco de cola clásica Coca-Cola botella 2 x 2 l,"3,70 €
(0,93 €/LITRO)"
"Agua, refrescos y zumos",Cola,Refresco de cola zero Hola Cola botella 6 x 50 cl,"3,30 €
(1,10 €/LITRO)"
"Agua, refrescos y zumos",Cola,Refresco de cola zero Hola Cola botella 2 l,"0,70 €
(0,35 €/LITRO)"
"Agua, refrescos y zumos",Cola,Refresco de cola zero Hola Cola lata 12 x 33 cl,"3,84 €
(0,97 €/LITRO)"
"Agua, refrescos y zumos",Cola,Refresco de cola zero sin cafeína Hola Cola lata 6 x 33 cl,"1,92 €
(0,97 €/LITRO)"
"Agua, refrescos y zumos",Cola,Refresco de cola Hola Cola botella 4 x 2 l,"3,20 €
(0,40 €/LITRO)"
"Agua, refrescos y zumos","Gaseosa, soda",Gaseosa cero Gaseosa botella 1.5 l,"0,50 €
(0,33 €/LITRO)"
"Agua, refrescos y zumos","Gaseosa, soda",Gaseosa cero Gaseosa botella 50 cl,"0,32 €
(0,64 €/LITRO)"
"Agua, refrescos y zumos","Gaseosa, soda",Gaseosa Casera botella 1.5 l,"1,20 €
(0,80 €/LITRO)"
"Agua, refrescos y zumos","Gaseosa, soda",Gaseosa Casera botella 50 cl,"0,85 €
(1,70 €/LITRO)"
"Agua, refrescos y zumos","Gaseosa, soda",Gaseosa Geiser botella 1.5 l,"1,75 €
(1,17 €/LITRO)"
"Agua, refrescos y zumos","Gaseosa, soda",Gaseosa en polvo edulcorado El tigre sobre 39 g,"0,80 €
(20,51 €/KILO)"
"Agua, refrescos y zumos",Naranja,Refresco de naranja Fanta lata 9 x 33 cl,"6,57 €
(2,21 €/LITRO)"
"Agua, refrescos y zumos",Naranja,Refresco de naranja Fanta botella 2 x 2 l,"3,50 €
(0,88 €/LITRO)"
"Agua, refrescos y zumos",Naranja,Refresco de naranja zero Upss botella 2 l,"0,95 €
(0,48 €/LITRO)"
"Agua, refrescos y zumos",Naranja,Refresco de naranja zero Fanta botella 2 l,"1,79 €
(0,90 €/LITRO)"
"Agua, refrescos y zumos",Naranja,Refresco de naranja zero Fanta lata 33 cl,"0,75 €
(2,27 €/LITRO)"
"Agua, refrescos y zumos",Naranja,Refresco de naranja Upss botella 2 l,"0,95 €
(0,48 €/LITRO)"
"Agua, refrescos y zumos",Naranja,Refresco de naranja Upss lata 33 cl,"0,35 €
(1,06 €/LITRO)"
"Agua, refrescos y zumos",Naranja,Refresco de naranja Fanta lata 33 cl,"0,75 €
(2,27 €/LITRO)"
"Agua, refrescos y zumos",Naranja,Refresco de naranja sin gas Upss botella 1.5 l,"1,05 €
(0,70 €/LITRO)"
"Agua, refrescos y zumos","Limón, lima limón",Refresco de limón Fanta botella 2 l,"1,79 €
(0,90 €/LITRO)"
"Agua, refrescos y zumos","Limón, lima limón",Refresco de limón zero Fanta botella 2 l,"1,79 €
(0,90 €/LITRO)"
"Agua, refrescos y zumos","Limón, lima limón",Refresco de limón zero Upss botella 2 l,"0,95 €
(0,48 €/LITRO)"
"Agua, refrescos y zumos","Limón, lima limón",Refresco de limón 6% zumo con gas Upss botella 2 l,"0,95 €
(0,48 €/LITRO)"
"Agua, refrescos y zumos","Limón, lima limón",Refresco de lima limón Upss botella 2 l,"0,95 €
(0,48 €/LITRO)"
"Agua, refrescos y zumos","Limón, lima limón",Refresco de limón Upss lata 33 cl,"0,35 €
(1,06 €/LITRO)"
"Agua, refrescos y zumos","Limón, lima limón",Refresco de limón zero Fanta lata 33 cl,"0,75 €
(2,27 €/LITRO)"
"Agua, refrescos y zumos","Limón, lima limón",Refresco de limón sin gas Upss botella 1.5 l,"1,05 €
(0,70 €/LITRO)"
"Agua, refrescos y zumos","Limón, lima limón",Refresco de limón Fanta lata 33 cl,"0,75 €
(2,27 €/LITRO)"
"Agua, refrescos y zumos","Tés fríos, cafés frios",Refresco de té al limón zero Upss botella 1.5 l,"0,99 €
(0,66 €/LITRO)"
"Agua, refrescos y zumos","Tés fríos, cafés frios",Refresco de té al limón Upss botella 1.5 l,"0,79 €
(0,53 €/LITRO)"
"Agua, refrescos y zumos","Tés fríos, cafés frios",Refresco de té al limón sin azúcar Nestea botella 1.5 l,"1,99 €
(1,33 €/LITRO)"
"Agua, refrescos y zumos","Tés fríos, cafés frios",Refresco de té al limón sin azúcar Nestea lata 33 cl,"0,99 €
(3,00 €/LITRO)"
"Agua, refrescos y zumos","Tés fríos, cafés frios",Refresco de té al melocotón Upss botella 1.5 l,"0,79 €
(0,53 €/LITRO)"
"Agua, refrescos y zumos","Tés fríos, cafés frios",Refresco de té al limón Upss lata 33 cl,"0,50 €
(1,52 €/LITRO)"
"Agua, refrescos y zumos","Tés fríos, cafés frios",Refresco de té al limón Nestea botella 1.5 l,"1,99 €
(1,33 €/LITRO)"
"Agua, refrescos y zumos","Tés fríos, cafés frios",Refresco de té sabor hierbabuena y limón zero Tetería botella 1.5 l,"1,05 €
(0,70 €/LITRO)"
"Agua, refrescos y zumos","Tés fríos, cafés frios",Café cappuccino Cafetería vaso 230 ml,"0,95 €
(4,13 €/LITRO)"
"Agua, refrescos y zumos",Tónicas,Tónica Toni Tónico lata 33 cl,"0,37 €
(1,12 €/LITRO)"
"Agua, refrescos y zumos",Tónicas,Tónica zero Schweppes lata 33 cl,"0,95 €
(2,88 €/LITRO)"
"Agua, refrescos y zumos",Tónicas,Tónica Schweppes botella 1 l,"1,90 €
(1,90 €/LITRO)"
"Agua, refrescos y zumos",Tónicas,Tónica Toni Tónico botella 1.5 l,"0,95 €
(0,63 €/LITRO)"
"Agua, refrescos y zumos",Tónicas,Tónica premium bohemian berry sensation Royal Bliss lata 25 cl,"0,75 €
(3,00 €/LITRO)"
"Agua, refrescos y zumos",Tónicas,Tónica Schweppes lata 33 cl,"0,95 €
(2,88 €/LITRO)"
"Agua, refrescos y zumos",Tónicas,Tónica pink Schweppes lata 33 cl,"0,95 €
(2,88 €/LITRO)"
"Agua, refrescos y zumos",Tónicas,Tónica de limón Schweppes lata 33 cl,"0,95 €
(2,88 €/LITRO)"
"Agua, refrescos y zumos",Tónicas,Tónica zero Schweppes botella 1 l,"1,90 €
(1,90 €/LITRO)"
"Agua, refrescos y zumos",Bebidas energéticas,Bebida energética El diablo lata 250 ml,"0,45 €
(1,80 €/LITRO)"
"Agua, refrescos y zumos",Bebidas energéticas,Bebida energética zero El diablo lata 250 ml,"0,45 €
(1,80 €/LITRO)"
"Agua, refrescos y zumos",Bebidas energéticas,Bebida energética green Monster lata 500 ml,"1,79 €
(3,58 €/LITRO)"
"Agua, refrescos y zumos",Bebidas energéticas,Bebida energética ultra Monster lata 500 ml,"1,79 €
(3,58 €/LITRO)"
"Agua, refrescos y zumos",Bebidas energéticas,Bebida energética de guaraná El diablo lata 500 ml,"0,99 €
(1,98 €/LITRO)"
"Agua, refrescos y zumos",Bebidas energéticas,Bebida energética mango loco Monster lata 500 ml,"1,79 €
(3,58 €/LITRO)"
"Agua, refrescos y zumos",Bebidas energéticas,Bebida energética Red bull lata 4 x 250 ml,"5,35 €
(5,35 €/LITRO)"
"Agua, refrescos y zumos",Bebidas energéticas,Bebida energética de mojito El diablo lata 250 ml,"0,59 €
(2,36 €/LITRO)"
"Agua, refrescos y zumos",Bebidas energéticas,Bebida energética sin azúcar Red bull lata 250 ml,"1,59 €
(6,36 €/LITRO)"
"Agua, refrescos y zumos",Bebidas isotónicas,Bebida refrescante de limón Aquarius botella 2 x 1.5 l,"3,80 €
(1,27 €/LITRO)"
"Agua, refrescos y zumos",Bebidas isotónicas,Bebida refrescante de limón zero Aquarius botella 1.5 l,"1,99 €
(1,33 €/LITRO)"
"Agua, refrescos y zumos",Bebidas isotónicas,Refrescante aromatizada naranja Get move botella 1.5 l,"1,00 €
(0,67 €/LITRO)"
"Agua, refrescos y zumos",Bebidas isotónicas,Bebida refrescante aromatizada cítrico zero Get move botella 1.5 l,"1,05 €
(0,70 €/LITRO)"
"Agua, refrescos y zumos",Bebidas isotónicas,Bebida refrescante aromatizada cítrico Get move botella 1.5 l,"0,85 €
(0,57 €/LITRO)"
"Agua, refrescos y zumos",Bebidas isotónicas,Bebida refrescante de limón Aquarius lata 9 x 33 cl,"7,65 €
(2,58 €/LITRO)"
"Agua, refrescos y zumos",Bebidas isotónicas,Bebida refrescante aromatizada azul Get move botella 500 ml,"0,60 €
(1,20 €/LITRO)"
"Agua, refrescos y zumos",Bebidas isotónicas,Bebida refrescante de limón Aquarius botella 1.5 l,"1,99 €
(1,33 €/LITRO)"
"Agua, refrescos y zumos",Bebidas isotónicas,Bebida refrescante de naranja Aquarius botella 1.5 l,"1,99 €
(1,33 €/LITRO)"
"Agua, refrescos y zumos",Zumos,Zumo de naranja 100% con pulpa Zumosfera brik 1 l,"1,75 €
(1,75 €/LITRO)"
"Agua, refrescos y zumos",Zumos,Zumo de naranja 100% sin pulpa Zumosfera brik 1 l,"1,75 €
(1,75 €/LITRO)"
"Agua, refrescos y zumos",Zumos,"Zumo de piña, manzana y uva 100% Zumosfera brik 6 x 200 ml","1,40 €
(1,17 €/LITRO)"
"Agua, refrescos y zumos",Zumos,Zumo de melocotón y uva Zumosfera brik 6 x 200 ml,"1,60 €
(1,33 €/LITRO)"
"Agua, refrescos y zumos",Zumos,Zumo de manzana 100% Zumosfera brik 1 l,"0,99 €
(0,99 €/LITRO)"
"Agua, refrescos y zumos",Zumos,Zumo de naranja exprimida con pulpa Don Simón brik 1 l,"2,95 €
(2,95 €/LITRO)"
"Agua, refrescos y zumos",Zumos,Néctar naranja Granini botella 1 l,"2,69 €
(2,69 €/LITRO)"
"Agua, refrescos y zumos",Zumos,Bebida de frutas con leche mediterráneo Zumosfera brik 6 x 200 ml,"1,25 €
(1,04 €/LITRO)"
"Agua, refrescos y zumos",Zumos,Zumo tropical sin azúcares añadidos Zumosfera brik 1 l,"0,70 €
(0,70 €/LITRO)"
"Agua, refrescos y zumos",Otras bebidas,Bitter Bobby Bitter lata 25 cl,"0,55 €
(2,20 €/LITRO)"
"Agua, refrescos y zumos",Otras bebidas,Refresco sin gas de naranja y zanahoria Upss botella 1.5 l,"1,09 €
(0,73 €/LITRO)"
"Agua, refrescos y zumos",Otras bebidas,Refresco sin gas de manzana Upss botella 1.5 l,"1,05 €
(0,70 €/LITRO)"
"Agua, refrescos y zumos",Otras bebidas,Refresco de fresa Tang bolsa 30 g,"0,83 €
(27,67 €/KILO)"
"Agua, refrescos y zumos",Otras bebidas,Refresco en polvo sabor tropical Tang bolsa 30 g,"0,83 €
(27,67 €/KILO)"
"Agua, refrescos y zumos",Otras bebidas,Refresco de sandía sin azúcar Fanta lata 33 cl,"0,75 €
(2,27 €/LITRO)"
"Agua, refrescos y zumos",Otras bebidas,Refresco tropical sin gas Enjoy botella 1.5 l,"1,19 €
(0,79 €/LITRO)"
"Agua, refrescos y zumos",Otras bebidas,Refresco en polvo sabor naranja Tang bolsa 30 g,"0,83 €
(27,67 €/KILO)"
"Agua, refrescos y zumos",Otras bebidas,Bitter Kas lata 33 cl,"0,99 €
(3,00 €/LITRO)"
"Cervezas, vinos y bebidas con alcohol",Cervezas,Cerveza lager Ramblers lata 12 x 33 cl,"3,72 €
(0,94 €/LITRO)"
"Cervezas, vinos y bebidas con alcohol",Cervezas,Cerveza lager Ramblers botella plástico 1 l,"0,95 €
(0,95 €/LITRO)"
"Cervezas, vinos y bebidas con alcohol",Cervezas,Cerveza clásica Mahou lata 24 x 33 cl,"17,29 €
(2,18 €/LITRO)"
"Cervezas, vinos y bebidas con alcohol",Cervezas,Cerveza Mahou 5 Estrellas lata 12 x 33 cl,"9,96 €
(2,52 €/LITRO)"
"Cervezas, vinos y bebidas con alcohol",Cervezas,Cerveza especial Estrella Galicia lata 33 cl,"0,84 €
(2,55 €/LITRO)"
"Cervezas, vinos y bebidas con alcohol",Cervezas,Cerveza Amstel lata 12 x 33 cl,"8,52 €
(2,15 €/LITRO)"
"Cervezas, vinos y bebidas con alcohol",Cervezas,Cerveza lager Ramblers lata 33 cl,"0,31 €
(0,94 €/LITRO)"
"Cervezas, vinos y bebidas con alcohol",Cervezas,Cerveza lager Ramblers botella 6 x 25 cl,"2,09 €
(1,39 €/LITRO)"
"Cervezas, vinos y bebidas con alcohol",Cervezas,Cerveza especial Ramblers lata 33 cl,"0,37 €
(1,12 €/LITRO)"
"Cervezas, vinos y bebidas con alcohol",Cervezas especiales,Cerveza extra malta Ramblers lata 33 cl,"0,55 €
(1,67 €/LITRO)"
"Cervezas, vinos y bebidas con alcohol",Cervezas especiales,Cerveza tostada Ramblers lata 33 cl,"0,49 €
(1,48 €/LITRO)"
"Cervezas, vinos y bebidas con alcohol",Cervezas especiales,Cerveza de trigo Ramblers botella 50 cl,"1,05 €
(2,10 €/LITRO)"
"Cervezas, vinos y bebidas con alcohol",Cervezas especiales,Cerveza muy suave Ramblers botella 33 cl,"0,75 €
(2,27 €/LITRO)"
